Elspot Prices in DKK/MWh;;;;;;;;;;;;;;;;;;
Data was last updated 31-12-2018;;;;;;;;;;;;;;;;;;
;Hours;SYS;SE1;SE2;SE3;SE4;FI;DK1;DK2;Oslo;Kr.sand;Bergen;Molde;Tr.heim;Tromsø;EE;LV;LT
22.11.2018;23 - 00;368,85;369,82;369,82;369,82;369,82;369,82;369,82;369,82;369,82;369,82;369,82;369,82;369,82;350,27;369,82;369,82;369,82
23.11.2018;00 - 01;369,26;371,06;371,06;371,06;371,06;371,06;371,06;371,06;371,06;371,06;371,06;371,06;371,06;356,43;371,06;371,06;371,06
23.11.2018;01 - 02;364,19;366,5;366,5;366,5;366,5;366,5;366,5;366,5;366,5;366,5;366,5;366,5;366,5;353;366,5;366,5;366,5
23.11.2018;02 - 03;359,19;362,1;362,1;362,1;362,1;362,1;362,1;362,1;362,1;362,1;362,1;362,1;362,1;351,28;362,1;362,1;362,1
23.11.2018;03 - 04;360,46;363,15;363,15;363,15;363,15;363,15;363,15;363,15;363,15;363,15;363,15;363,15;363,15;350,39;363,15;363,15;363,15
23.11.2018;04 - 05;366,13;368,07;368,07;368,07;368,07;368,07;368,07;368,07;368,07;368,07;368,07;368,07;368,07;350,46;368,07;368,07;368,07
23.11.2018;05 - 06;374,79;378,07;378,07;378,07;378,07;378,07;378,07;378,07;378,07;378,07;378,07;378,07;378,07;350,54;378,07;378,07;378,07
23.11.2018;06 - 07;393,51;385,08;385,08;418,66;531,7;418,66;531,7;531,7;387,84;387,84;387,84;387,84;387,84;357,7;418,66;531,7;531,7
23.11.2018;07 - 08;446,19;378,74;378,74;556,84;708,83;556,84;708,83;708,83;412,54;412,54;405,45;405,45;405,45;373,59;708,83;708,83;708,83
23.11.2018;08 - 09;529,01;376,73;376,73;683,24;771,96;683,24;790,91;790,91;507,23;507,23;413,36;413,36;413,36;376,73;771,96;771,96;771,96
23.11.2018;09 - 10;429,48;374,41;374,41;432,69;731,22;432,69;731,22;731,22;432,69;432,69;410,3;410,3;410,3;374,41;731,22;731,22;731,22
23.11.2018;10 - 11;410,08;373,29;373,29;405,53;707,64;405,53;725,02;725,02;405,53;405,53;405,53;405,53;405,53;373,29;707,64;707,64;707,64
23.11.2018;11 - 12;402,77;373,07;373,07;397,39;738,16;397,39;738,16;738,16;397,39;397,39;397,39;397,39;397,39;373,07;738,16;738,16;738,16
23.11.2018;12 - 13;398,29;372,62;372,62;394,86;733,31;394,86;733,31;733,31;394,86;394,86;394,86;394,86;394,86;372,62;733,31;733,31;733,31
23.11.2018;13 - 14;400,6;370,09;370,09;408,14;708,09;408,14;708,09;708,09;396,42;396,42;396,42;396,42;396,42;370,09;408,14;708,09;708,09
23.11.2018;14 - 15;396,8;369,34;369,34;394,11;698,39;394,11;698,39;698,39;393,89;393,89;393,89;393,89;393,89;369,34;394,11;698,39;698,39
23.11.2018;15 - 16;399,71;369,64;369,64;408,59;687,72;408,59;704,58;704,58;387,92;387,92;387,92;387,92;387,92;369,64;408,59;687,72;687,72
23.11.2018;16 - 17;398,51;362,33;362,33;432,16;724,43;432,16;724,43;724,43;402,92;402,92;391,43;391,43;391,43;362,33;432,16;724,43;724,43
23.11.2018;17 - 18;402,99;360,68;360,68;424,85;795,24;424,85;814,78;814,78;394,48;394,48;391,35;391,35;391,35;360,68;424,85;795,24;795,24
23.11.2018;18 - 19;395,83;363,82;363,82;393,51;699,28;393,51;716,44;716,44;388,29;388,29;388,29;388,29;388,29;363,82;393,51;699,28;699,28
23.11.2018;19 - 20;377,92;363,15;363,15;373,14;627,13;373,14;642,5;642,5;373,14;373,14;373,14;373,14;373,14;363,15;373,14;627,13;627,13
23.11.2018;20 - 21;368,89;360,46;360,46;368,44;550,28;360,46;563,78;563,78;368,44;368,44;368,44;368,44;368,44;360,39;360,46;550,28;550,28
23.11.2018;21 - 22;365,61;361,28;361,28;364,27;431,12;361,28;473,65;473,65;364,27;364,27;364,27;364,71;364,71;357,7;361,28;431,12;431,12
23.11.2018;22 - 23;358,59;355,83;355,83;357,48;397,32;355,83;437,69;437,69;357,48;357,48;357,48;365,09;365,09;355,83;355,83;397,32;397,32
23.11.2018;23 - 00;355,09;354,42;354,42;354,42;354,42;354,42;388,89;388,89;354,42;354,42;354,42;361,06;361,06;354,42;354,42;354,42;354,42
24.11.2018;00 - 01;361,06;361,58;361,58;361,58;361,58;361,58;463,58;463,58;361,58;361,58;361,58;361,58;361,58;348,75;361,58;361,58;361,58
24.11.2018;01 - 02;357,48;357,7;357,7;357,7;357,7;357,7;412,62;412,62;357,7;357,7;357,7;357,7;357,7;348,15;357,7;357,7;357,7
24.11.2018;02 - 03;353,68;347,78;347,78;347,78;347,78;347,78;388,22;388,22;354,42;354,42;354,42;357,33;357,33;347,78;347,78;347,78;347,78
24.11.2018;03 - 04;353,68;351,14;351,14;351,14;351,14;351,14;394,19;394,19;354,2;354,2;354,2;357,18;357,18;347,71;351,14;351,14;351,14
24.11.2018;04 - 05;354,57;354,79;354,79;354,79;354,79;354,79;375,76;375,76;354,79;354,79;354,79;357,26;357,26;347,71;354,79;354,79;354,79
24.11.2018;05 - 06;357,41;357,78;357,78;357,78;357,78;357,78;374,04;374,04;357,78;357,78;357,78;360,61;360,61;348,23;357,78;357,78;357,78
24.11.2018;06 - 07;360,39;359,05;359,05;359,05;359,05;359,05;375,76;375,76;359,05;359,05;359,05;367,48;367,48;348,23;359,05;359,05;359,05
24.11.2018;07 - 08;364,05;361,29;361,29;361,29;388,52;361,29;398,07;398,07;361,29;361,29;361,29;363,38;363,38;359,64;373;388,52;388,52
24.11.2018;08 - 09;365,32;361,81;361,81;361,81;460,08;361,81;471,34;471,34;361,81;361,81;361,81;366,43;366,43;361,29;460,08;460,08;460,08
24.11.2018;09 - 10;368,52;365,99;365,99;365,99;525,81;365,99;538,72;538,72;365,99;365,99;365,99;369,49;369,49;363,75;525,81;525,81;525,81
24.11.2018;10 - 11;369,87;368,23;368,23;368,23;535,21;368,23;548,35;548,35;368,23;368,23;368,23;371,21;371,21;365,24;535,21;535,21;535,21
24.11.2018;11 - 12;370,46;368,82;368,82;368,82;532,83;368,82;545,96;545,96;368,82;368,82;368,82;371,06;371,06;367,63;532,83;532,83;532,83
24.11.2018;12 - 13;370,02;368,08;368,08;368,08;531,71;368,08;544,76;544,76;368,08;368,08;368,08;369,87;369,87;368,08;531,71;531,71;531,71
24.11.2018;13 - 14;369,42;367,11;367,11;367,11;487,39;367,11;499,4;499,4;367,11;367,11;367,11;368,9;368,9;367,11;487,39;487,39;487,39
24.11.2018;14 - 15;369,87;368,37;368,37;368,37;470,22;368,37;481,79;481,79;368,37;368,37;368,37;368,37;368,37;368,37;470,22;470,22;470,22
24.11.2018;15 - 16;372,33;370,31;370,31;370,31;473,66;370,31;485,3;485,3;370,31;370,31;370,31;370,31;370,31;370,31;516,19;516,19;516,19
24.11.2018;16 - 17;377,48;375,31;375,31;375,31;508,2;375,31;508,2;508,2;375,31;375,31;375,31;375,31;375,31;375,31;560,21;560,21;560,21
24.11.2018;17 - 18;382,18;379,49;379,49;379,49;555,88;379,49;555,88;555,88;379,49;379,49;379,49;379,49;379,49;379,49;559,69;559,69;559,69
24.11.2018;18 - 19;380,16;377,48;377,48;377,48;515,59;377,48;528,27;528,27;377,48;377,48;377,48;377,48;377,48;377,48;515,59;515,59;515,59
24.11.2018;19 - 20;377,4;372,85;372,85;372,85;522,83;372,85;535,66;535,66;372,85;372,85;372,85;372,85;372,85;372,85;522,83;522,83;522,83
24.11.2018;20 - 21;369,94;369,12;369,12;369,12;451,27;369,12;462,39;462,39;369,12;369,12;369,12;377,4;377,4;360,09;451,27;451,27;451,27
24.11.2018;21 - 22;368,52;368,3;368,3;368,3;389,42;368,3;419,41;419,41;368,3;368,3;368,3;370,61;370,61;356,66;372,78;389,42;389,42
24.11.2018;22 - 23;366,43;367,18;367,18;367,18;367,18;367,18;410,68;410,68;367,18;367,18;367,18;367,18;367,18;356,14;367,18;367,18;367,18
24.11.2018;23 - 00;359,35;359,05;359,05;359,05;359,05;359,05;359,05;359,05;359,05;359,05;359,05;364,35;364,35;352,18;359,05;359,05;359,05
25.11.2018;00 - 01;360,39;361,36;361,36;361,36;361,36;361,36;361,36;361,36;361,36;361,36;361,36;361,36;361,36;350,62;361,36;361,36;361,36
25.11.2018;01 - 02;357,11;357,41;357,41;357,41;357,41;357,41;357,41;357,41;357,41;357,41;357,41;357,41;357,41;350,02;357,41;357,41;357,41
25.11.2018;02 - 03;351,88;352,41;352,41;352,41;352,41;352,41;352,41;352,41;352,41;352,41;352,41;352,41;352,41;349,42;352,41;352,41;352,41
25.11.2018;03 - 04;349,8;350,02;350,02;350,02;350,02;350,02;350,02;350,02;350,02;350,02;350,02;350,02;350,02;349,2;350,02;350,02;350,02
25.11.2018;04 - 05;347,48;347,48;347,48;347,48;347,48;347,48;347,48;347,48;347,48;347,48;347,48;347,48;347,48;347,48;347,48;347,48;347,48
25.11.2018;05 - 06;349,87;350,09;350,09;350,09;350,09;350,09;350,09;350,09;350,09;350,09;350,09;350,09;350,09;349,27;350,09;350,09;350,09
25.11.2018;06 - 07;357,18;357,48;357,48;357,48;357,48;357,48;357,48;357,48;357,48;357,48;357,48;357,48;357,48;349,8;357,48;357,48;357,48
25.11.2018;07 - 08;357,93;357,93;357,93;357,93;357,93;357,93;357,93;357,93;357,93;357,93;357,93;357,93;357,93;357,93;357,93;357,93;357,93
25.11.2018;08 - 09;366,73;367,63;367,63;367,63;367,63;367,63;367,63;367,63;367,63;367,63;367,63;367,63;367,63;359,42;367,63;367,63;367,63
25.11.2018;09 - 10;373,52;373,82;373,82;373,82;401,95;373,82;440,68;440,68;373,82;373,82;373,82;373,82;373,82;361,88;401,95;401,95;401,95
25.11.2018;10 - 11;376,36;376,13;376,13;376,13;410,08;376,13;453,96;453,96;376,13;376,13;376,13;376,13;376,13;363,97;410,08;410,08;410,08
25.11.2018;11 - 12;377,4;376,58;376,58;376,58;424,93;376,58;463,28;463,28;376,58;376,58;376,58;376,58;376,58;365,02;424,93;424,93;424,93
25.11.2018;12 - 13;376,36;375,98;375,98;375,98;385,68;375,98;395,16;395,16;375,98;375,98;375,98;375,98;375,98;369,42;385,68;385,68;385,68
25.11.2018;13 - 14;372,4;372,11;372,11;372,11;372,11;372,11;372,11;372,11;372,11;372,11;372,11;372,11;372,11;372,11;372,11;372,11;372,11
25.11.2018;14 - 15;376,43;375,98;375,98;375,98;410,53;375,98;410,53;410,53;375,98;375,98;375,98;375,98;375,98;375,98;410,53;410,53;410,53
25.11.2018;15 - 16;375,91;375,69;375,69;375,69;375,69;375,69;375,69;375,69;375,69;375,69;375,69;375,69;375,69;375,69;423,22;423,22;423,22
25.11.2018;16 - 17;384,79;384,12;384,12;384,12;447,62;384,12;458,66;458,66;384,12;384,12;384,12;384,12;384,12;384,12;556,85;556,85;556,85
25.11.2018;17 - 18;388,67;387,55;387,55;387,55;492,68;387,55;504,77;504,77;387,55;387,55;387,55;387,55;387,55;383,52;563,72;563,72;563,72
25.11.2018;18 - 19;387,48;387,1;387,1;387,1;476,57;387,1;488,36;488,36;387,1;387,1;387,1;387,1;387,1;382,03;525,36;525,36;525,36
25.11.2018;19 - 20;384,04;383,74;383,74;383,74;385,61;383,74;385,61;385,61;383,74;383,74;383,74;383,74;383,74;382,33;428,51;428,51;428,51
25.11.2018;20 - 21;375,98;375,91;375,91;375,91;381,95;375,91;381,95;381,95;375,91;375,91;375,91;375,91;375,91;375,91;381,95;381,95;381,95
25.11.2018;21 - 22;370,91;370,91;370,91;370,91;370,91;370,91;370,91;370,91;370,91;370,91;370,91;370,91;370,91;370,91;370,91;370,91;370,91
25.11.2018;22 - 23;368,67;368,67;368,67;368,67;368,67;368,67;368,67;368,67;368,67;368,67;368,67;368,67;368,67;368,67;368,67;368,67;368,67
25.11.2018;23 - 00;357,26;357,26;357,26;357,26;357,26;357,26;357,26;357,26;357,26;357,26;357,26;357,26;357,26;357,26;357,26;357,26;357,26
26.11.2018;00 - 01;359,35;360,17;360,17;360,17;360,17;360,17;360,17;360,17;360,17;360,17;360,17;360,17;360,17;360,17;358,38;358,38;358,38
26.11.2018;01 - 02;356,88;357,03;357,03;357,03;357,03;357,03;357,03;357,03;357,03;357,03;357,03;357,03;357,03;357,03;357,03;357,03;357,03
26.11.2018;02 - 03;346,29;346,36;346,36;346,36;346,36;346,36;346,36;346,36;346,36;346,36;346,36;346,36;346,36;346,36;346,36;346,36;346,36
26.11.2018;03 - 04;336,22;336,29;336,29;336,29;336,29;336,29;336,29;336,29;336,29;336,29;336,29;336,29;336,29;336,29;336,29;336,29;336,29
26.11.2018;04 - 05;336,29;336,36;336,36;336,36;336,36;336,36;334,28;336,36;336,36;336,36;336,36;336,36;336,36;336,36;336,36;336,36;336,36
26.11.2018;05 - 06;363,97;364,12;364,12;364,12;364,12;364,12;364,12;364,12;364,12;364,12;364,12;364,12;364,12;364,12;364,12;364,12;364,12
26.11.2018;06 - 07;383,07;377,92;377,92;422,77;422,77;422,77;424,86;424,86;380,54;380,54;380,54;377,92;377,92;377,92;422,77;422,77;422,77
26.11.2018;07 - 08;433,07;379,72;379,72;591,47;591,47;591,47;591,47;591,47;557,3;557,3;384,04;379,72;379,72;379,72;591,47;591,47;591,47
26.11.2018;08 - 09;446,27;380,39;380,39;619,9;619,9;619,9;619,9;619,9;575,51;575,51;384,42;380,39;380,39;380,39;619,9;619,9;619,9
26.11.2018;09 - 10;450,82;385,09;385,09;604,01;604,01;604,01;605,95;605,95;601,92;601,92;385,09;385,09;385,09;385,09;604,01;604,01;604,01
26.11.2018;10 - 11;453,44;384,94;384,94;584,46;584,46;584,46;598,79;598,79;584,46;584,46;384,94;384,94;384,94;384,94;584,46;584,46;584,46
26.11.2018;11 - 12;459,55;385,91;385,91;559,54;633,48;559,54;649,08;649,08;559,54;559,54;385,91;385,91;385,91;385,91;559,54;559,54;633,48
26.11.2018;12 - 13;441,42;386,36;386,36;507,9;633,11;507,9;648,63;648,63;507,9;507,9;386,36;386,36;386,36;386,36;507,9;507,9;633,11
26.11.2018;13 - 14;463,28;386,8;386,8;559,61;673,03;559,61;689,59;689,59;559,61;559,61;386,8;386,8;386,8;386,8;559,61;559,61;673,03
26.11.2018;14 - 15;463,14;387,25;387,25;559,31;689,96;559,31;706,9;706,9;559,31;559,31;387,25;387,25;387,25;387,25;559,31;559,31;689,96
26.11.2018;15 - 16;521,56;388;388;708,84;708,84;708,84;708,84;708,84;686,16;686,16;388;388;388;388;708,84;708,84;708,84
26.11.2018;16 - 17;545,73;389,79;389,79;746,3;746,3;746,3;746,3;746,3;722,42;722,42;389,79;389,79;389,79;389,79;746,3;746,3;746,3
26.11.2018;17 - 18;569,16;388,74;388,74;783,61;783,61;783,61;783,61;783,61;783,61;783,61;388,74;388,74;388,74;388,74;783,61;783,61;783,61
26.11.2018;18 - 19;522,08;387,7;387,7;701,75;701,75;701,75;701,75;701,75;701,75;701,75;387,7;387,7;387,7;387,7;701,75;701,75;701,75
26.11.2018;19 - 20;435,38;387,85;387,85;440,83;557,82;440,83;634,23;634,23;440,83;440,83;387,85;387,85;387,85;387,85;440,83;440,83;557,82
26.11.2018;20 - 21;408,89;390,01;390,01;394,79;462,99;394,79;579,09;579,09;394,79;394,79;390,01;390,01;390,01;390,01;394,79;394,79;462,99
26.11.2018;21 - 22;394,49;387,85;387,85;387,85;395,24;387,85;529,47;529,47;387,85;387,85;387,85;387,85;387,85;387,85;387,85;387,85;395,24
26.11.2018;22 - 23;380,24;377,85;377,85;377,85;377,85;377,85;447,09;447,09;377,85;377,85;377,85;377,85;377,85;377,85;377,85;377,85;377,85
26.11.2018;23 - 00;367,7;366,06;366,06;366,06;366,06;366,06;366,06;366,06;366,06;366,06;366,06;366,06;366,06;366,06;366,06;366,06;366,06
27.11.2018;00 - 01;365,65;365,65;365,65;365,65;365,65;365,65;365,65;365,65;365,65;365,65;365,65;365,65;365,65;365,65;365,65;365,65;365,65
27.11.2018;01 - 02;360,05;360,05;360,05;360,05;360,05;360,05;360,05;360,05;360,05;360,05;360,05;360,05;360,05;360,05;360,05;360,05;360,05
27.11.2018;02 - 03;358,49;358,49;358,49;358,49;358,49;358,49;358,49;358,49;358,49;358,49;358,49;358,49;358,49;358,49;358,49;358,49;358,49
27.11.2018;03 - 04;361,47;361,47;361,47;361,47;361,47;361,47;361,47;361,47;361,47;361,47;361,47;361,47;361,47;361,47;361,47;361,47;361,47
27.11.2018;04 - 05;368,04;367,96;367,96;367,96;367,96;367,96;367,96;367,96;367,96;367,96;367,96;367,96;367,96;367,96;367,96;367,96;367,96
27.11.2018;05 - 06;383,18;383,03;383,03;383,03;383,03;383,03;383,03;383,03;383,03;383,03;383,03;383,03;383,03;383,03;383,03;383,03;383,03
27.11.2018;06 - 07;406,46;387,51;387,51;523,59;523,59;523,59;536,42;536,42;387,51;387,51;387,51;387,51;387,51;387,51;523,59;523,59;523,59
27.11.2018;07 - 08;480,77;395,12;395,12;694,07;694,07;694,07;694,07;694,07;552,99;552,99;395,12;395,12;395,12;395,12;694,07;694,07;694,07
27.11.2018;08 - 09;585,66;406,53;406,53;746,07;746,07;746,07;746,07;746,07;722,2;722,2;406,53;406,53;406,53;406,53;746,07;746,07;746,07
27.11.2018;09 - 10;554,48;410,19;410,19;738,61;738,61;738,61;738,61;738,61;714,96;714,96;410,19;410,19;410,19;410,19;738,61;738,61;738,61
27.11.2018;10 - 11;548,66;418,92;418,92;674,3;696,61;674,3;696,61;696,61;674,3;674,3;418,92;418,92;418,92;418,92;674,3;674,3;696,61
27.11.2018;11 - 12;587,83;494,2;494,2;685,41;708,77;685,41;708,77;708,77;685,41;685,41;494,2;494,2;494,2;494,2;685,41;685,41;708,77
27.11.2018;12 - 13;553,88;485,54;485,54;649,23;663,85;649,23;663,85;663,85;485,54;485,54;485,54;485,54;485,54;485,54;649,23;649,23;663,85
27.11.2018;13 - 14;562,09;480,1;480,1;658,11;658,11;658,11;658,11;658,11;480,1;480,1;480,1;480,1;480,1;480,1;658,11;658,11;658,11
27.11.2018;14 - 15;552,99;557,31;557,31;641,55;641,55;641,55;641,55;641,55;465,7;465,7;465,7;465,7;465,7;465,7;641,55;641,55;641,55
27.11.2018;15 - 16;582,31;617,45;617,45;648,63;648,63;648,63;648,63;648,63;552,54;552,54;552,54;561,72;561,72;561,72;648,63;648,63;648,63
27.11.2018;16 - 17;597,6;547,76;547,76;666,54;666,54;666,54;650,5;666,54;629,68;629,68;547,76;547,76;547,76;547,76;666,54;666,54;666,54
27.11.2018;17 - 18;587,6;468,31;468,31;733,16;733,16;733,16;733,16;733,16;468,31;468,31;468,31;468,31;468,31;468,31;733,16;733,16;733,16
27.11.2018;18 - 19;554,85;450,48;450,48;689,59;689,59;689,59;689,59;689,59;426,68;426,68;426,68;426,68;426,68;426,68;689,59;689,59;689,59
27.11.2018;19 - 20;520,23;447,19;447,19;617,45;617,45;617,45;617,45;617,45;406,91;406,91;406,91;406,91;406,91;406,91;617,45;617,45;617,45
27.11.2018;20 - 21;464,65;433,02;433,02;490,02;510,91;490,02;523,44;523,44;433,02;433,02;433,02;433,02;433,02;433,02;490,02;490,02;510,91
27.11.2018;21 - 22;417,2;406,46;406,46;425,11;425,11;425,11;429,36;429,36;400,86;400,86;400,86;400,86;400,86;400,86;425,11;425,11;425,11
27.11.2018;22 - 23;387,28;392,66;392,66;392,66;396,31;392,66;396,31;396,31;385,49;385,49;385,49;385,49;385,49;385,49;392,66;392,66;396,31
27.11.2018;23 - 00;369,3;369,23;369,23;369,23;369,23;369,23;369,23;369,23;369,23;369,23;369,23;369,23;369,23;369,23;369,23;369,23;369,23
28.11.2018;00 - 01;365,97;365,37;365,37;365,37;365,37;365,37;365,37;365,37;365,37;365,37;365,37;365,37;365,37;365,37;365,37;365,37;365,37
28.11.2018;01 - 02;356,2;354,93;354,93;354,93;354,93;354,93;354,93;354,93;354,93;354,93;354,93;354,93;354,93;354,93;354,93;354,93;354,93
28.11.2018;02 - 03;352,09;350,75;350,75;350,75;350,75;350,75;350,75;350,75;350,75;350,75;350,75;350,75;350,75;350,75;350,75;350,75;350,75
28.11.2018;03 - 04;346,5;345,3;345,3;345,3;345,3;345,3;345,3;345,3;345,3;345,3;345,3;345,3;345,3;345,3;345,3;345,3;345,3
28.11.2018;04 - 05;349,93;348,66;348,66;348,66;348,66;348,66;348,66;348,66;348,66;348,66;348,66;348,66;348,66;348,66;348,66;348,66;348,66
28.11.2018;05 - 06;365,9;365,23;365,23;365,23;365,23;365,23;365,23;365,23;365,23;365,23;365,23;365,23;365,23;365,23;365,23;365,23;365,23
28.11.2018;06 - 07;391,27;385,74;385,74;416,19;416,19;416,19;416,19;416,19;385,74;385,74;385,74;385,74;385,74;385,74;416,19;416,19;416,19
28.11.2018;07 - 08;432,82;377,84;377,84;505,57;505,57;505,57;505,57;505,57;462,82;462,82;462,82;377,84;377,84;377,84;505,57;505,57;505,57
28.11.2018;08 - 09;457,22;397,53;397,53;522,28;522,28;522,28;522,28;522,28;505,57;505,57;505,57;397,53;397,53;397,53;522,28;547,73;547,73
28.11.2018;09 - 10;420,36;404,1;404,1;419,24;487,14;419,24;419,24;487,14;419,24;419,24;419,24;404,1;404,1;404,1;419,24;536,46;536,46
28.11.2018;10 - 11;392,91;391,41;391,41;391,41;412,01;391,41;391,41;412,01;391,41;391,41;391,41;391,41;391,41;391,41;391,41;412,01;412,01
28.11.2018;11 - 12;387,61;386,71;386,71;386,71;389,92;386,71;386,71;389,92;386,71;386,71;386,71;386,71;386,71;386,71;386,71;389,92;389,92
28.11.2018;12 - 13;383,8;383,13;383,13;383,13;385,07;383,13;383,13;385,07;383,13;383,13;383,13;383,13;383,13;383,13;383,13;536,61;536,61
28.11.2018;13 - 14;384,48;385,07;385,07;385,07;385,07;385,07;381,94;385,07;384,4;381,94;384,4;385,07;385,07;385,07;385,07;496,77;496,77
28.11.2018;14 - 15;385,67;384,77;384,77;387,46;387,46;387,46;384,77;387,46;384,77;384,77;384,77;384,77;384,77;384,77;387,46;536,76;536,76
28.11.2018;15 - 16;387,31;384,25;384,25;416,93;416,93;416,93;384,25;416,93;384,25;384,25;384,25;384,25;384,25;384,25;416,93;551,23;551,23
28.11.2018;16 - 17;392,01;384,92;384,92;432,15;442,23;432,15;384,92;442,23;384,92;384,92;384,92;384,92;384,92;384,92;432,15;536,98;536,98
28.11.2018;17 - 18;387,91;378,88;378,88;425,06;453,34;425,06;384,1;453,34;384,1;384,1;384,1;378,88;378,88;378,88;425,06;512,88;512,88
28.11.2018;18 - 19;377,24;375,97;375,97;375,97;375,97;382,76;375,97;375,97;375,97;375,97;375,97;375,97;375,97;375,97;382,76;493,11;493,11
28.11.2018;19 - 20;367,69;367,17;367,17;367,17;367,17;367,17;367,17;367,17;367,17;367,17;367,17;367,17;367,17;367,17;367,17;367,17;367,17
28.11.2018;20 - 21;356,57;356,57;356,57;356,57;356,57;356,57;356,57;356,57;356,57;356,57;356,57;356,57;356,57;356,57;356,57;356,57;356,57
28.11.2018;21 - 22;344,78;344,78;344,78;344,78;344,78;344,78;344,78;344,78;344,78;344,78;344,78;344,78;344,78;344,78;344,78;344,78;344,78
28.11.2018;22 - 23;335,01;335,08;335,08;335,08;335,08;335,08;335,08;335,08;335,08;335,08;335,08;335,08;335,08;335,08;335,08;335,08;335,08
28.11.2018;23 - 00;316,35;290,32;290,32;290,32;290,32;290,32;287,03;287,03;330,16;330,16;330,16;322,85;322,85;322,85;290,32;290,32;290,32
29.11.2018;00 - 01;320,01;305,16;305,16;305,16;305,16;305,16;305,16;305,16;324,34;324,34;324,34;324,34;324,34;324,34;305,16;305,16;305,16
29.11.2018;01 - 02;312,77;268,3;268,3;268,3;268,3;268,3;268,3;268,3;320,38;320,38;320,38;320,38;320,38;320,38;268,3;268,3;268,3
29.11.2018;02 - 03;311,73;255,62;255,62;255,62;255,62;255,62;255,62;255,62;324,26;324,26;324,26;324,26;324,26;324,26;255,62;255,62;255,62
29.11.2018;03 - 04;311,73;261,22;261,22;261,22;261,22;261,22;261,22;261,22;323,14;323,14;323,14;323,14;323,14;323,14;261,22;261,22;261,22
29.11.2018;04 - 05;314,12;290,84;290,84;290,84;290,84;290,84;290,84;290,84;320,31;320,31;320,31;320,31;320,31;320,31;290,84;290,84;290,84
29.11.2018;05 - 06;325,46;325,98;325,98;325,98;325,98;325,98;325,98;325,98;325,98;325,98;325,98;325,98;325,98;325,98;325,98;325,98;325,98
29.11.2018;06 - 07;357,32;357,24;357,24;357,24;357,24;357,24;357,24;357,24;357,24;357,24;357,24;357,24;357,24;357,24;357,24;357,24;357,24
29.11.2018;07 - 08;371,49;365,82;365,82;370,08;370,08;392,16;370,08;370,08;370,08;370,08;370,08;365,82;365,82;365,82;392,16;392,16;392,16
29.11.2018;08 - 09;369,18;364,85;364,85;370,08;370,08;373,96;370,08;370,08;370,08;370,08;370,08;364,85;364,85;364,85;437,23;437,23;437,23
29.11.2018;09 - 10;364,7;362,17;362,17;365,15;365,15;365,15;365,15;365,15;365,15;365,15;365,15;362,17;362,17;362,17;436,63;436,63;436,63
29.11.2018;10 - 11;362,69;361,35;361,35;362,99;362,99;362,99;362,99;362,99;362,99;362,99;362,99;361,35;361,35;361,35;415,74;415,74;415,74
29.11.2018;11 - 12;362,99;362,99;362,99;362,99;362,99;362,99;362,99;362,99;362,99;362,99;362,99;362,99;362,99;362,99;362,99;362,99;362,99
29.11.2018;12 - 13;362,99;362,99;362,99;362,99;362,99;362,99;362,99;362,99;362,99;362,99;362,99;362,99;362,99;362,99;440,96;440,96;440,96
29.11.2018;13 - 14;364,11;363,96;363,96;363,96;363,96;365;363,96;363,96;363,96;363,96;363,96;363,96;363,96;363,96;438,42;438,42;438,42
29.11.2018;14 - 15;363,44;362,99;362,99;362,99;362,99;369,85;362,99;362,99;362,99;362,99;362,99;362,99;362,99;362,99;434,32;434,32;434,32
29.11.2018;15 - 16;364,93;364,33;364,33;364,33;364,33;372,31;364,33;364,33;364,33;364,33;364,33;364,33;364,33;364,33;437,75;437,75;437,75
29.11.2018;16 - 17;364,03;362,24;362,24;363,88;363,88;371,49;363,88;363,88;363,88;363,88;363,88;362,24;362,24;362,24;444,31;444,31;444,31
29.11.2018;17 - 18;364,63;361,94;361,94;364,7;364,7;371,94;364,7;364,7;364,7;364,7;364,7;361,94;361,94;361,94;442;442;442
29.11.2018;18 - 19;363,66;362,47;362,47;363,21;363,21;375,67;363,21;363,21;363,21;363,21;363,21;362,47;362,47;362,47;375,67;375,67;375,67
29.11.2018;19 - 20;357,84;358,14;358,14;358,14;358,14;358,14;358,14;358,14;358,14;358,14;358,14;358,14;358,14;358,14;358,14;358,14;358,14
29.11.2018;20 - 21;348,14;348,74;348,74;348,74;348,74;348,74;348,74;348,74;348,74;348,74;348,74;348,74;348,74;348,74;348,74;348,74;348,74
29.11.2018;21 - 22;339,19;340,45;340,45;340,45;340,45;340,45;340,45;340,45;340,45;340,45;340,45;340,45;340,45;340,45;340,45;340,45;340,45
29.11.2018;22 - 23;327,1;318,82;318,82;318,82;318,82;318,82;318,82;318,82;330,98;330,98;330,98;330,98;330,98;330,98;318,82;318,82;318,82
29.11.2018;23 - 00;318,29;293,52;293,52;293,52;293,52;293,52;293,52;293,52;328,44;328,44;328,44;328,44;328,44;328,44;293,52;293,52;293,52
30.11.2018;00 - 01;315,12;263,11;263,11;263,11;263,11;263,11;263,11;263,11;324,3;324,3;324,3;321,31;321,31;321,31;263,11;263,11;263,11
30.11.2018;01 - 02;307,29;274,38;274,38;274,38;274,38;274,38;274,38;274,38;315,64;315,64;315,64;315,64;315,64;315,64;274,38;274,38;274,38
